subject_curie,subject_name,predicate,object_curie,object_name,PMID,repo_support,jev_support,q_statement,variant,prompt_version,elapsed_s,error
UMLS:C0017337,Genes,biolink:related_to,MONDO:0007759,"hyperlipidemia, familial combined, LPL related",PMID:34478023,yes,yes,0.87,full,1,0.395,
UMLS:C0017337,Genes,biolink:related_to,MONDO:0007759,"hyperlipidemia, familial combined, LPL related",PMID:34478023,yes,yes,0.63,lean,1,0.395,
UMLS:C0035203,Respiration,biolink:affects,NCIT:C57815,"Gastrointestinal Leak NOS, CTCAE",PMID:8045145,no,maybe,0.56,full,1,0.351,
UMLS:C0035203,Respiration,biolink:affects,NCIT:C57815,"Gastrointestinal Leak NOS, CTCAE",PMID:8045145,no,maybe,0.43,lean,1,0.322,
NCBIGene:7124,TNF,biolink:related_to,MONDO:0005388,primary biliary cholangitis,PMID:10068101,yes,yes,0.81,full,1,0.386,
NCBIGene:7124,TNF,biolink:related_to,MONDO:0005388,primary biliary cholangitis,PMID:10068101,yes,yes,0.83,lean,1,0.361,
CHEBI:80843,Leonurine,biolink:located_in,UMLS:C1009574,Chrysanthemum x morifolium,PMID:32698037,no,no,0.03,base,2,0.418,
NCBITaxon:12721,HIV,biolink:causes,MONDO:0021108,meningitis,PMID:25308903,no,no,0.29,base,2,0.488,
UNII:12V8PA4WCH,Menaquinone,biolink:affects,UMLS:C0162638,Apoptosis,PMID:18374196,yes,yes,0.91,base,2,0.357,
CHEBI:10093,Yohimbine,biolink:interacts_with,CHEBI:8364,Prazosin,PMID:1705253,no,maybe,0.52,base,2,0.321,
NCBIGene:114548,NLRP3,biolink:located_in,UMLS:C4042840,RAW 264.7 Cells,PMID:33504420,yes,maybe,0.53,base,2,0.338,
UMLS:C1518997,Peripheral Blood Lymphocyte,biolink:has_part,UMLS:C0038615,Succinate Dehydrogenase,PMID:18712095,yes,yes,0.77,base,2,0.316,
UMLS:C0001473,Adenosine Triphosphatases,biolink:has_part,UMLS:C0033684,Proteins,PMID:28591806,no,maybe,0.49,base,2,0.334,
UMLS:C0013794,Electroacupuncture,biolink:treats_or_applied_or_studied_to_treat,HP:0030833,Neck pain,PMID:31372917,yes,yes,0.94,base,2,0.739,
NCBIGene:10194,TSHZ1,biolink:has_part,UMLS:C0009221,Codon (nucleotide sequence),PMID:2414104,no,no,0.06,base,2,0.423,
UMLS:C3271951,macropinocytosis,biolink:affects,UMLS:C0243144,Uptake,PMID:35298163,yes,yes,0.92,base,2,0.317,
MONDO:0005202,atopy,biolink:related_to,UMLS:C0079189,cytokine,PMID:14630994,yes,yes,0.75,base,2,0.329,
MONDO:0004691,autosomal dominant polycystic kidney disease,biolink:causes,UMLS:C0018270,Growth,PMID:17715262,yes,yes,0.67,base,2,0.424,
MONDO:0002050,Depressed mood,biolink:affects,UMLS:C0013989,Empathy,PMID:25565484,no,no,0.36,base,2,0.358,
UMLS:C5397190,Ribonucleic acid of Severe acute respiratory syndrome coronavirus 2 (substance),biolink:located_in,UBERON:0001728,nasopharynx,PMID:35987708,maybe,yes,0.82,base,2,0.426,
UMLS:C0199176,Prophylactic treatment,biolink:treats_or_applied_or_studied_to_treat,UMLS:C0011304,Demyelination,PMID:35001353,maybe,yes,0.62,base,2,0.545,
UMLS:C0085203,Radiosurgery,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006047,pancreatic adenocarcinoma,PMID:20308870,no,yes,0.8,base,2,0.344,
UMLS:C0017337,Genes,biolink:produces,CHEBI:26519,radical,PMID:28835647,no,no,0.03,base,2,0.319,
UMLS:C0039241,Tachykinin,biolink:located_in,UMLS:C0086697,"Nerve Endings, Sensory",PMID:9618709,yes,yes,0.88,base,2,0.333,
UMLS:C0006685,Calcium Channel,biolink:located_in,MESH:D016501,Neurites,PMID:8845942,yes,yes,0.83,base,2,0.36,
CHEBI:25805,oxygen atom,biolink:interacts_with,CHEBI:36976,nucleotide,PMID:10821865,no,yes,0.73,base,2,0.374,
CHEBI:24870,ion,biolink:located_in,NCBITaxon:746128,Aspergillus fumigatus,PMID:18970890,yes,maybe,0.44,base,2,0.333,
UMLS:C0024290,Lymphography,biolink:located_in,UBERON:0002095,mesentery,PMID:1126992,yes,maybe,0.48,base,2,0.343,
UMLS:C0021760,interleukin-6,biolink:produces,UMLS:C0062534,Hepatocyte Growth Factor,PMID:29523587,no,no,0.05,base,2,0.392,
CHEBI:209558,Calphostin C,biolink:affects,UMLS:C0044602,1-Phosphatidylinositol 3-Kinase,PMID:20599609,no,no,0.39,base,2,0.33,
CHEBI:16881,Indole,biolink:located_in,UBERON:0000178,blood,PMID:10945277,no,no,0.11,base,2,0.385,
NCBIGene:11261,CHP1,biolink:affects,UMLS:C0068355,NADPH Oxidase,PMID:18292807,no,no,0.14,base,2,0.305,
UMLS:C0017952,Glycolysis,biolink:located_in,GO:0005739,mitochondrion,PMID:9974390,no,no,0.08,base,2,0.3,
CHEBI:15971,Histidine,biolink:coexists_with,CHEBI:16240,Hioxyl,PMID:36252652,maybe,no,0.36,base,2,0.371,
HP:0001622,Premature birth,biolink:predisposes_to_condition,MONDO:0005929,Maternity blues,PMID:23360942,yes,no,0.11,base,2,0.356,
UMLS:C0540511,Angiopoietin-2,biolink:related_to,UMLS:C0699748,Pathogenesis,PMID:21956768,yes,yes,0.83,base,2,0.327,
UMLS:C1521745,Conventional Surgery,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005160,aortic aneurysm,PMID:15760265,yes,yes,0.84,base,2,0.458,
CHEBI:18243,Dopamine,biolink:affects,UMLS:C0013032,Dopamine-beta-monooxygenase,PMID:3828820,no,no,0.21,base,2,0.345,
CHEBI:554446,Cefapirin,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005148,type 2 diabetes mellitus,PMID:35909294,no,no,0.02,base,2,0.337,
UMLS:C0059735,Cytochrome P-450 CYP1A1,biolink:located_in,UMLS:C0008046,Chick Embryo,PMID:1309687,no,no,0.32,base,2,0.543,
UMLS:C0031843,physiological aspects,biolink:related_to,MESH:D062789,Tobacco,PMID:36875537,no,no,0.09,base,2,0.361,
MONDO:0002050,Depressed mood,biolink:occurs_in,UMLS:C0150775,Social Networks,PMID:30107351,no,no,0.38,base,2,0.342,
MONDO:0005173,actinic keratosis,biolink:located_in,UBERON:0002398,manus,PMID:33040339,yes,yes,0.76,base,2,0.387,
MONDO:0002254,syndrome,biolink:coexists_with,MONDO:0011057,cerebrovascular disorder,PMID:549218,yes,maybe,0.47,base,2,0.335,
MONDO:0024314,parasitemia,biolink:affects,MESH:D010271,Parasites,PMID:19451638,no,no,0.25,base,2,0.33,
UMLS:C0102561,alpha-fodrin,biolink:located_in,UMLS:C0030705,Patients,PMID:23639676,maybe,no,0.12,base,2,0.313,
UMLS:C0087111,Therapeutic procedure,biolink:affects,MONDO:0000986,pleurisy,PMID:2786830,yes,yes,0.69,base,2,0.416,
CHEBI:347401,Pentolinium,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005044,hypertension,PMID:431965,yes,yes,0.89,base,2,0.42,
CHEBI:166520,Tenamfetamine,biolink:treats_or_applied_or_studied_to_treat,MONDO:0000001,disease,PMID:12567722,no,no,0.02,base,2,0.338,
UMLS:C0021760,interleukin-6,biolink:located_in,UBERON:0002371,bone marrow,PMID:8423340,yes,yes,0.68,base,2,0.332,
UMLS:C0304403,Psychostimulant (substance),biolink:treats_or_applied_or_studied_to_treat,UMLS:C0038586,Substance Use Disorders,PMID:12602167,no,no,0.2,base,2,0.348,
MONDO:0016101,Marek Disease,biolink:affects,UBERON:0001021,nerve,PMID:25920386,yes,no,0.16,base,2,0.331,
CHEBI:33697,RNA,biolink:affects,UMLS:C0017428,Genome,PMID:8546327,yes,yes,0.67,base,2,0.375,
UMLS:C0600388,Extracellular Signal Regulated Kinases,biolink:located_in,CL:0000010,cultured cell,PMID:19215954,yes,no,0.26,base,2,0.412,
NCBIGene:1154,CISH,biolink:interacts_with,UMLS:C0005456,Binding Sites,PMID:8157659,no,no,0.02,base,2,0.381,
MONDO:0005070,neoplasm,biolink:located_in,UBERON:0001332,Foreskin,PMID:35865480,yes,yes,0.77,base,2,0.362,
UMLS:C1328819,Small Molecule,biolink:interacts_with,UMLS:C0539267,sigma-2 receptor,PMID:22927761,yes,yes,0.8,base,2,0.364,
CHEBI:22984,Calcium,biolink:located_in,UMLS:C1281066,Entire papillary muscle,PMID:9211098,yes,maybe,0.44,base,2,0.454,
UMLS:C0037090,"Signs and Symptoms, Respiratory",biolink:coexists_with,HP:0002094,Dyspnea,PMID:25959736,yes,yes,0.83,base,2,0.599,
CL:0000236,B cell,biolink:interacts_with,CL:0000128,oligodendrocyte,PMID:30009855,yes,yes,0.78,base,2,0.39,
UMLS:C1317598,Pathologic findings,biolink:located_in,UBERON:0000982,skeletal joint,PMID:21485021,yes,yes,0.84,base,2,0.399,
HP:0000718,Aggressive behavior,biolink:predisposes_to_condition,HP:0000718,Aggressive behavior,PMID:22247092,yes,yes,0.71,base,2,0.401,
NCBIGene:3075,CFH,biolink:located_in,UBERON:0001969,blood plasma,PMID:10377245,yes,yes,0.82,base,2,0.36,
MESH:D012045,"Regulatory Sequences, Nucleic Acid",biolink:coexists_with,UMLS:C0040648,TRANSCRIPTION FACTOR,PMID:32023452,yes,yes,0.65,base,2,0.347,
UMLS:C0065684,mannose receptor,biolink:interacts_with,UMLS:C0009325,collagen,PMID:24500714,yes,yes,0.74,base,2,0.361,
UMLS:C0030940,Peptide Hydrolases,biolink:affects,UMLS:C0332149,Possible,PMID:35667894,no,no,0.2,base,2,0.351,
NCIT:C3137,Inflammation,biolink:located_in,UBERON:0001516,abdominal aorta,PMID:21073754,yes,yes,0.82,base,2,0.454,
UMLS:C1511790,Detection,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021355,neoplasm of esophagus,PMID:34880973,no,maybe,0.41,base,2,0.466,
UMLS:C0067305,"N,N'-dimethylarginine",biolink:located_in,UBERON:0001977,blood serum,PMID:33596230,yes,yes,0.71,base,2,0.46,
CHEBI:3638,Chloroquine,biolink:affects,GO:0006006,glucose metabolic process,PMID:12087927,yes,yes,0.76,base,2,0.393,
MONDO:0018066,trisomy X,biolink:occurs_in,UMLS:C0870604,Female child,PMID:30070765,no,yes,0.61,base,2,0.322,
UMLS:C0011065,Cessation of life,biolink:related_to,MONDO:0002026,candidiasis,PMID:3976590,yes,yes,0.91,base,2,0.326,
EFO:0009426,necrosis,biolink:located_in,UBERON:0001231,nephron tubule,PMID:9671537,yes,yes,0.87,base,2,0.359,
UMLS:C0006631,Cadherins,biolink:affects,UMLS:C0026559,Morphogenesis,PMID:31583286,yes,yes,0.85,base,2,0.356,
MESH:C423236,"CD274 protein, human",biolink:affects,MONDO:0005271,Allergy,PMID:32277292,no,no,0.03,base,2,0.418,
MONDO:0006999,tooth disorder,biolink:occurs_in,UMLS:C0001792,Elderly (population group),PMID:26343124,yes,yes,0.71,base,2,0.345,
UBERON:0000995,uterus,biolink:has_part,NCBIGene:10084,PQBP1,PMID:23898987,no,no,0.02,base,2,0.408,
UMLS:C0003243,"Antibodies, Antinuclear",biolink:located_in,UMLS:C0007634,Cells,PMID:26020561,maybe,maybe,0.41,base,2,0.412,
UMLS:C0184980,Endoscopic biopsy,biolink:located_in,UBERON:0001264,pancreas,PMID:25394773,yes,yes,0.81,base,2,0.369,
UMLS:C0001948,Alcohol consumption,biolink:predisposes_to_condition,MONDO:0100096,COVID-19,PMID:34068824,no,no,0.02,base,2,0.334,
HP:0012532,Chronic pain,biolink:coexists_with,UMLS:C0150312,Present,PMID:33640462,no,no,0.29,base,2,0.409,
UMLS:C0242210,Binding Proteins,biolink:interacts_with,UMLS:C1519595,RNA Transcript,PMID:22438968,yes,yes,0.85,base,2,0.327,
UMLS:C0042971,von Willebrand factor,biolink:affects,UMLS:C0019868,Homeostasis,PMID:34616798,yes,yes,0.82,base,2,0.371,
UMLS:C0017296,gene therapy,biolink:treats_or_applied_or_studied_to_treat,NCIT:C3837,Neurological Signs and Symptoms,PMID:35929549,maybe,yes,0.91,base,2,0.442,
UMLS:C0441907,Lead site V1,biolink:located_in,UMLS:C0449219,Lead site V5,PMID:152661,no,no,0.04,base,2,0.359,
UMLS:C1261382,"Psychotherapy, Psychodynamic",biolink:treats_or_applied_or_studied_to_treat,MONDO:0005383,panic disorder,PMID:17592913,yes,yes,0.92,base,2,0.372,
UMLS:C0037981,Spirometry,biolink:treats_or_applied_or_studied_to_treat,UMLS:C0025266,Male population group,PMID:17023241,no,no,0.27,base,2,0.351,
UMLS:C1334043,Homologous Gene,biolink:interacts_with,UMLS:C0006556,"DNA, Complementary",PMID:9685391,no,no,0.24,base,2,0.387,
UMLS:C0387583,cyclooxygenase 2,biolink:related_to,MONDO:0005595,laryngeal squamous cell carcinoma,PMID:18027256,yes,maybe,0.53,base,2,0.522,
UMLS:C1318309,Core needle biopsy,biolink:diagnoses,HP:0025289,Cervical lymphadenopathy,PMID:27917669,no,yes,0.89,base,2,0.339,
CHEBI:4932,Eupatilin,biolink:affects,UMLS:C0021753,"interleukin-1, beta",PMID:36926276,yes,yes,0.89,base,2,0.347,
NCBIGene:969,CD69,biolink:interacts_with,CHEBI:8802,Remifentanil,PMID:35639040,no,no,0.03,base,2,0.34,
UMLS:C0041242,Trypsin Inhibitors,biolink:affects,UMLS:C0030940,Peptide Hydrolases,PMID:27258473,no,yes,0.79,base,2,0.339,
MONDO:0005096,squamous cell carcinoma,biolink:located_in,UBERON:0002068,urachus,PMID:3766141,yes,yes,0.94,base,2,0.369,
MONDO:0021948,cutaneous tuberculosis,biolink:coexists_with,UMLS:C0085393,Immunocompromised Host,PMID:30893397,yes,yes,0.67,base,2,0.361,
UBERON:0000955,brain,biolink:produces,UMLS:C0016904,gamma-aminobutyric acid,PMID:10976932,maybe,no,0.35,base,2,0.326,
CHEBI:46662,mineral,biolink:interacts_with,UMLS:C0017337,Genes,PMID:15897898,yes,maybe,0.57,base,2,0.322,
HP:0002970,Genu varum,biolink:located_in,UMLS:C0205653,Adolescent (age group),PMID:26290852,yes,no,0.29,base,2,0.367,
CHEBI:33699,messenger RNA,biolink:located_in,UBERON:0002836,lumbar dorsal root ganglion,PMID:12060099,yes,yes,0.72,base,2,0.363,
NCBIGene:7472,WNT2,biolink:located_in,CL:0000182,hepatocyte,PMID:31667643,no,no,0.11,base,2,0.349,
UMLS:C0003402,Antioxidants,biolink:affects,CHEBI:18421,superoxide,PMID:35110539,yes,yes,0.77,base,2,0.348,
UMLS:C0878412,A-23187,biolink:disrupts,UMLS:C1140999,Contraction (finding),PMID:8263781,yes,yes,0.78,base,2,0.33,
CHEBI:26995,thromboxane,biolink:affects,UMLS:C0387583,cyclooxygenase 2,PMID:22545970,no,no,0.35,base,2,0.441,
UMLS:C0017337,Genes,biolink:related_to,MONDO:0007759,"hyperlipidemia, familial combined, LPL related",PMID:34478023,yes,yes,0.83,base,2,0.326,
UMLS:C0035203,Respiration,biolink:affects,NCIT:C57815,"Gastrointestinal Leak NOS, CTCAE",PMID:8045145,no,maybe,0.5,base,2,0.332,
NCBIGene:7124,TNF,biolink:related_to,MONDO:0005388,primary biliary cholangitis,PMID:10068101,yes,yes,0.7,base,2,0.345,
CHEBI:80843,Leonurine,biolink:located_in,UMLS:C1009574,Chrysanthemum x morifolium,PMID:32698037,no,no,0.04,base,3,0.418,
NCBITaxon:12721,HIV,biolink:causes,MONDO:0021108,meningitis,PMID:25308903,no,no,0.38,base,3,0.377,
UNII:12V8PA4WCH,Menaquinone,biolink:affects,UMLS:C0162638,Apoptosis,PMID:18374196,yes,yes,0.94,base,3,2.616,
CHEBI:10093,Yohimbine,biolink:interacts_with,CHEBI:8364,Prazosin,PMID:1705253,no,yes,0.66,base,3,0.388,
NCBIGene:114548,NLRP3,biolink:located_in,UMLS:C4042840,RAW 264.7 Cells,PMID:33504420,yes,yes,0.62,base,3,0.361,
UMLS:C1518997,Peripheral Blood Lymphocyte,biolink:has_part,UMLS:C0038615,Succinate Dehydrogenase,PMID:18712095,yes,yes,0.78,base,3,0.412,
UMLS:C0001473,Adenosine Triphosphatases,biolink:has_part,UMLS:C0033684,Proteins,PMID:28591806,no,yes,0.67,base,3,0.355,
UMLS:C0013794,Electroacupuncture,biolink:treats_or_applied_or_studied_to_treat,HP:0030833,Neck pain,PMID:31372917,yes,yes,0.96,base,3,0.379,
NCBIGene:10194,TSHZ1,biolink:has_part,UMLS:C0009221,Codon (nucleotide sequence),PMID:2414104,no,no,0.07,base,3,0.34,
UMLS:C3271951,macropinocytosis,biolink:affects,UMLS:C0243144,Uptake,PMID:35298163,yes,yes,0.93,base,3,0.416,
MONDO:0005202,atopy,biolink:related_to,UMLS:C0079189,cytokine,PMID:14630994,yes,yes,0.86,base,3,0.362,
MONDO:0004691,autosomal dominant polycystic kidney disease,biolink:causes,UMLS:C0018270,Growth,PMID:17715262,yes,yes,0.72,base,3,0.426,
MONDO:0002050,Depressed mood,biolink:affects,UMLS:C0013989,Empathy,PMID:25565484,no,maybe,0.5,base,3,0.35,
UMLS:C5397190,Ribonucleic acid of Severe acute respiratory syndrome coronavirus 2 (substance),biolink:located_in,UBERON:0001728,nasopharynx,PMID:35987708,maybe,yes,0.89,base,3,0.346,
UMLS:C0199176,Prophylactic treatment,biolink:treats_or_applied_or_studied_to_treat,UMLS:C0011304,Demyelination,PMID:35001353,maybe,yes,0.67,base,3,0.332,
UMLS:C0085203,Radiosurgery,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006047,pancreatic adenocarcinoma,PMID:20308870,no,yes,0.86,base,3,0.321,
UMLS:C0017337,Genes,biolink:produces,CHEBI:26519,radical,PMID:28835647,no,no,0.04,base,3,0.351,
UMLS:C0039241,Tachykinin,biolink:located_in,UMLS:C0086697,"Nerve Endings, Sensory",PMID:9618709,yes,yes,0.89,base,3,0.35,
UMLS:C0006685,Calcium Channel,biolink:located_in,MESH:D016501,Neurites,PMID:8845942,yes,yes,0.83,base,3,0.356,
CHEBI:25805,oxygen atom,biolink:interacts_with,CHEBI:36976,nucleotide,PMID:10821865,no,yes,0.75,base,3,0.427,
CHEBI:24870,ion,biolink:located_in,NCBITaxon:746128,Aspergillus fumigatus,PMID:18970890,yes,maybe,0.56,base,3,0.369,
UMLS:C0024290,Lymphography,biolink:located_in,UBERON:0002095,mesentery,PMID:1126992,yes,yes,0.61,base,3,0.417,
UMLS:C0021760,interleukin-6,biolink:produces,UMLS:C0062534,Hepatocyte Growth Factor,PMID:29523587,no,no,0.05,base,3,0.481,
CHEBI:209558,Calphostin C,biolink:affects,UMLS:C0044602,1-Phosphatidylinositol 3-Kinase,PMID:20599609,no,maybe,0.55,base,3,0.385,
CHEBI:16881,Indole,biolink:located_in,UBERON:0000178,blood,PMID:10945277,no,no,0.12,base,3,0.347,
NCBIGene:11261,CHP1,biolink:affects,UMLS:C0068355,NADPH Oxidase,PMID:18292807,no,no,0.14,base,3,0.376,
UMLS:C0017952,Glycolysis,biolink:located_in,GO:0005739,mitochondrion,PMID:9974390,no,no,0.12,base,3,0.406,
CHEBI:15971,Histidine,biolink:coexists_with,CHEBI:16240,Hioxyl,PMID:36252652,maybe,maybe,0.45,base,3,0.368,
HP:0001622,Premature birth,biolink:predisposes_to_condition,MONDO:0005929,Maternity blues,PMID:23360942,yes,no,0.15,base,3,0.342,
UMLS:C0540511,Angiopoietin-2,biolink:related_to,UMLS:C0699748,Pathogenesis,PMID:21956768,yes,yes,0.88,base,3,0.373,
UMLS:C1521745,Conventional Surgery,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005160,aortic aneurysm,PMID:15760265,yes,yes,0.86,base,3,0.369,
CHEBI:18243,Dopamine,biolink:affects,UMLS:C0013032,Dopamine-beta-monooxygenase,PMID:3828820,no,no,0.25,base,3,0.377,
CHEBI:554446,Cefapirin,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005148,type 2 diabetes mellitus,PMID:35909294,no,no,0.02,base,3,0.358,
UMLS:C0059735,Cytochrome P-450 CYP1A1,biolink:located_in,UMLS:C0008046,Chick Embryo,PMID:1309687,no,maybe,0.43,base,3,0.388,
UMLS:C0031843,physiological aspects,biolink:related_to,MESH:D062789,Tobacco,PMID:36875537,no,no,0.11,base,3,0.353,
MONDO:0002050,Depressed mood,biolink:occurs_in,UMLS:C0150775,Social Networks,PMID:30107351,no,maybe,0.57,base,3,0.349,
MONDO:0005173,actinic keratosis,biolink:located_in,UBERON:0002398,manus,PMID:33040339,yes,yes,0.84,base,3,0.371,
MONDO:0002254,syndrome,biolink:coexists_with,MONDO:0011057,cerebrovascular disorder,PMID:549218,yes,maybe,0.6,base,3,0.391,
MONDO:0024314,parasitemia,biolink:affects,MESH:D010271,Parasites,PMID:19451638,no,no,0.38,base,3,0.352,
UMLS:C0102561,alpha-fodrin,biolink:located_in,UMLS:C0030705,Patients,PMID:23639676,maybe,no,0.24,base,3,0.514,
UMLS:C0087111,Therapeutic procedure,biolink:affects,MONDO:0000986,pleurisy,PMID:2786830,yes,yes,0.78,base,3,0.352,
CHEBI:347401,Pentolinium,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005044,hypertension,PMID:431965,yes,yes,0.9,base,3,0.349,
CHEBI:166520,Tenamfetamine,biolink:treats_or_applied_or_studied_to_treat,MONDO:0000001,disease,PMID:12567722,no,no,0.02,base,3,0.351,
UMLS:C0021760,interleukin-6,biolink:located_in,UBERON:0002371,bone marrow,PMID:8423340,yes,yes,0.73,base,3,0.355,
UMLS:C0304403,Psychostimulant (substance),biolink:treats_or_applied_or_studied_to_treat,UMLS:C0038586,Substance Use Disorders,PMID:12602167,no,no,0.18,base,3,0.35,
MONDO:0016101,Marek Disease,biolink:affects,UBERON:0001021,nerve,PMID:25920386,yes,no,0.21,base,3,0.572,
CHEBI:33697,RNA,biolink:affects,UMLS:C0017428,Genome,PMID:8546327,yes,yes,0.77,base,3,0.348,
UMLS:C0600388,Extracellular Signal Regulated Kinases,biolink:located_in,CL:0000010,cultured cell,PMID:19215954,yes,no,0.38,base,3,0.353,
NCBIGene:1154,CISH,biolink:interacts_with,UMLS:C0005456,Binding Sites,PMID:8157659,no,no,0.03,base,3,0.373,
MONDO:0005070,neoplasm,biolink:located_in,UBERON:0001332,Foreskin,PMID:35865480,yes,yes,0.8,base,3,0.364,
UMLS:C1328819,Small Molecule,biolink:interacts_with,UMLS:C0539267,sigma-2 receptor,PMID:22927761,yes,yes,0.87,base,3,0.354,
CHEBI:22984,Calcium,biolink:located_in,UMLS:C1281066,Entire papillary muscle,PMID:9211098,yes,maybe,0.48,base,3,0.341,
UMLS:C0037090,"Signs and Symptoms, Respiratory",biolink:coexists_with,HP:0002094,Dyspnea,PMID:25959736,yes,yes,0.89,base,3,0.35,
CL:0000236,B cell,biolink:interacts_with,CL:0000128,oligodendrocyte,PMID:30009855,yes,yes,0.79,base,3,0.376,
UMLS:C1317598,Pathologic findings,biolink:located_in,UBERON:0000982,skeletal joint,PMID:21485021,yes,yes,0.84,base,3,0.374,
HP:0000718,Aggressive behavior,biolink:predisposes_to_condition,HP:0000718,Aggressive behavior,PMID:22247092,yes,yes,0.7,base,3,0.365,
NCBIGene:3075,CFH,biolink:located_in,UBERON:0001969,blood plasma,PMID:10377245,yes,yes,0.86,base,3,0.337,
MESH:D012045,"Regulatory Sequences, Nucleic Acid",biolink:coexists_with,UMLS:C0040648,TRANSCRIPTION FACTOR,PMID:32023452,yes,yes,0.78,base,3,0.365,
UMLS:C0065684,mannose receptor,biolink:interacts_with,UMLS:C0009325,collagen,PMID:24500714,yes,yes,0.76,base,3,0.357,
UMLS:C0030940,Peptide Hydrolases,biolink:affects,UMLS:C0332149,Possible,PMID:35667894,no,no,0.21,base,3,0.423,
NCIT:C3137,Inflammation,biolink:located_in,UBERON:0001516,abdominal aorta,PMID:21073754,yes,yes,0.86,base,3,0.319,
UMLS:C1511790,Detection,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021355,neoplasm of esophagus,PMID:34880973,no,maybe,0.58,base,3,0.359,
UMLS:C0067305,"N,N'-dimethylarginine",biolink:located_in,UBERON:0001977,blood serum,PMID:33596230,yes,yes,0.78,base,3,0.339,
CHEBI:3638,Chloroquine,biolink:affects,GO:0006006,glucose metabolic process,PMID:12087927,yes,yes,0.83,base,3,0.376,
MONDO:0018066,trisomy X,biolink:occurs_in,UMLS:C0870604,Female child,PMID:30070765,no,yes,0.72,base,3,0.406,
UMLS:C0011065,Cessation of life,biolink:related_to,MONDO:0002026,candidiasis,PMID:3976590,yes,yes,0.92,base,3,0.351,
EFO:0009426,necrosis,biolink:located_in,UBERON:0001231,nephron tubule,PMID:9671537,yes,yes,0.89,base,3,0.401,
UMLS:C0006631,Cadherins,biolink:affects,UMLS:C0026559,Morphogenesis,PMID:31583286,yes,yes,0.91,base,3,0.378,
MESH:C423236,"CD274 protein, human",biolink:affects,MONDO:0005271,Allergy,PMID:32277292,no,no,0.03,base,3,0.347,
MONDO:0006999,tooth disorder,biolink:occurs_in,UMLS:C0001792,Elderly (population group),PMID:26343124,yes,yes,0.8,base,3,0.41,
UBERON:0000995,uterus,biolink:has_part,NCBIGene:10084,PQBP1,PMID:23898987,no,no,0.03,base,3,0.362,
UMLS:C0003243,"Antibodies, Antinuclear",biolink:located_in,UMLS:C0007634,Cells,PMID:26020561,maybe,maybe,0.44,base,3,0.383,
UMLS:C0184980,Endoscopic biopsy,biolink:located_in,UBERON:0001264,pancreas,PMID:25394773,yes,yes,0.84,base,3,0.471,
UMLS:C0001948,Alcohol consumption,biolink:predisposes_to_condition,MONDO:0100096,COVID-19,PMID:34068824,no,no,0.02,base,3,0.353,
HP:0012532,Chronic pain,biolink:coexists_with,UMLS:C0150312,Present,PMID:33640462,no,no,0.32,base,3,0.336,
UMLS:C0242210,Binding Proteins,biolink:interacts_with,UMLS:C1519595,RNA Transcript,PMID:22438968,yes,yes,0.88,base,3,0.531,
UMLS:C0042971,von Willebrand factor,biolink:affects,UMLS:C0019868,Homeostasis,PMID:34616798,yes,yes,0.84,base,3,0.392,
UMLS:C0017296,gene therapy,biolink:treats_or_applied_or_studied_to_treat,NCIT:C3837,Neurological Signs and Symptoms,PMID:35929549,maybe,yes,0.91,base,3,0.375,
UMLS:C0441907,Lead site V1,biolink:located_in,UMLS:C0449219,Lead site V5,PMID:152661,no,no,0.05,base,3,0.337,
UMLS:C1261382,"Psychotherapy, Psychodynamic",biolink:treats_or_applied_or_studied_to_treat,MONDO:0005383,panic disorder,PMID:17592913,yes,yes,0.93,base,3,0.329,
UMLS:C0037981,Spirometry,biolink:treats_or_applied_or_studied_to_treat,UMLS:C0025266,Male population group,PMID:17023241,no,no,0.26,base,3,0.346,
UMLS:C1334043,Homologous Gene,biolink:interacts_with,UMLS:C0006556,"DNA, Complementary",PMID:9685391,no,no,0.22,base,3,0.363,
UMLS:C0387583,cyclooxygenase 2,biolink:related_to,MONDO:0005595,laryngeal squamous cell carcinoma,PMID:18027256,yes,yes,0.74,base,3,0.339,
UMLS:C1318309,Core needle biopsy,biolink:diagnoses,HP:0025289,Cervical lymphadenopathy,PMID:27917669,no,yes,0.91,base,3,0.456,
CHEBI:4932,Eupatilin,biolink:affects,UMLS:C0021753,"interleukin-1, beta",PMID:36926276,yes,yes,0.87,base,3,0.351,
NCBIGene:969,CD69,biolink:interacts_with,CHEBI:8802,Remifentanil,PMID:35639040,no,no,0.04,base,3,0.387,
UMLS:C0041242,Trypsin Inhibitors,biolink:affects,UMLS:C0030940,Peptide Hydrolases,PMID:27258473,no,yes,0.85,base,3,0.376,
MONDO:0005096,squamous cell carcinoma,biolink:located_in,UBERON:0002068,urachus,PMID:3766141,yes,yes,0.95,base,3,0.355,
